NAME,A,Period,Eccentricity,OM,PLANETDISCMETH,Mass,Gravity,R,Rstar
Kepler-300 b,0.0935225,10.446347,,90,Transit,0.0123736,,0.148987,0.9
Kepler-110 c,0.196107,31.719775,,90,Transit,0.0166036,,0.197163,1.149
Kepler-42 d,0.0150222,1.865169,,,Transit,0.000404706,,0.0508067,0.17
Kepler-357 d,0.263841,49.499875,,90,Transit,0.0355742,,0.306004,0.834
HD 143361 b,2.03474,1086,0.18,187,RV,3.03499,0,,
HD 155358 b,0.626938,194.3,0.17,143,RV,0.819484,0,,1.49875
Kepler-134 b,0.0596222,5.317429,,90,Transit,0.0147725,,0.178428,1.176
Kepler-369 b,0.0382537,2.732756,,90,Transit,0.00450004,,0.100812,0.471
HD 192310 b,0.322307,74.72,0.13,173,RV,0.0531258,,,0.847025
Kepler-257 d,0.165827,24.664551,,90,Transit,0.0812259,,0.441609,1.037
Kepler-342 b,0.119932,15.170318,,90,Transit,0.0169862,,0.200732,1.472
Kepler-119 b,0.0352966,2.422082,,90,Transit,0.0397965,,0.321171,0.839
WASP-64 b,0.0265195,1.5732918,0,90,Transit,1.27137,3.29274,1.271,1.058
Kepler-190 b,0.0312733,2.019999,,90,Transit,0.0116666,,0.139174,0.795
upsilon And b,0.0593858,4.6171363,0.013,50.9829,RV,0.669277,0,,1.383
Kepler-56 c,0.167568,21.4050484,,,Transit,0.196739,,0.699706,3.14
Kepler-237 b,0.0550302,4.715106,,90,Transit,0.00960182,,0.125792,0.725
Kepler-223 e,0.142858,19.721734,,90,Transit,0.0185304,,0.214114,1.017
HD 86081 b,0.0346186,2.1375,0.008,251,RV,1.49595,0,,1.18909
WASP-74 b,0.0370185,2.13775,0,,Transit,0.95,2.98729,1.56,1.64
HD 109246 b,0.328074,68.27,0.12,235,RV,0.768085,,,1.00892
WASP-68 b,0.0621834,5.084298,0,90,Transit,0.957019,3.18912,1.24,1.69
Kepler-81 d,0.148198,20.837846,,90,Transit,0.0057099,,0.107949,0.595
Kepler-68 d,1.39638,580,0.18,,RV,0.80971,,,1.243
Kepler-403 c,0.280567,54.280749,,90,Transit,0.0129124,,0.156125,1.329
Kepler-197 d,0.122591,15.677563,,90,Transit,0.00587447,,0.108841,1.12
Kepler-348 b,0.0720019,7.05677,,90,Transit,0.0123086,,0.135605,1.359
Kepler-341 d,0.179022,27.666313,,90,Transit,0.0136211,,0.165046,1.024
HD 128311 c,1.74533,923.8,0.23,28,RV,3.24848,0,,0.58322
Kepler-445 d,0.044761,8.15275,0,,Transit,0.00688654,,0.114,0.21
Kepler-364 c,0.29988,59.980627,,90,Transit,0.0160511,,0.19181,1.284
Kepler-299 e,0.222312,38.285489,,90,Transit,0.0137681,,0.16683,1.032
CoRoT-23 b,0.0483417,3.6313,0.16,52,Transit,3.0853,,1.05,1.61
Kepler-387 c,0.101652,11.837549,,90,Transit,0.00192504,,0.0794005,1.046
Kepler-54 d,0.148945,20.995694,,90,Transit,0.0125754,,0.136497,0.554
WASP-39 b,0.0485835,4.055259,0,90,Transit,0.284338,2.64576,1.27,0.895
Kepler-102 e,0.116059,16.1457,0,,Transit,0.0280968,,0.198037,0.74
Kepler-219 b,0.0540172,4.585512,,90,Transit,0.0260126,,0.263181,1.491
GJ 876 b,0.208098,61.1166,0.0324,50.3,RV,1.9469,0,,
Kepler-385 b,0.0911035,10.043686,,90,Transit,0.022635,,0.243554,1.126
Kepler-374 b,0.0299991,1.897806,,90,Transit,0.00324127,,0.0918904,0.911
Kepler-296 e,0.205969,34.142347,,90,Transit,0.0129124,,0.156125,0.557
HD 164509 b,0.877542,282.4,0.26,324,RV,0.480333,,,1.05601
HD 9446 b,0.189213,30.052,0.2,215,RV,0.698769,,,0.919448
HD 18742 b,1.97816,772,0.12,102,RV,2.8638,,,5.60612
Kepler-255 b,0.0625553,5.714606,,90,Transit,0.011604,,0.138282,0.933
Kepler-197 b,0.061711,5.599308,,90,Transit,0.00313003,,0.0909983,1.12
Kepler-183 c,0.100501,11.637071,,90,Transit,0.0171819,,0.202516,0.958
Kepler-232 b,0.0527986,4.431222,,90,Transit,0.0282863,,0.274779,0.968
Kepler-345 c,0.0870905,9.387427,,90,Transit,0.00554835,,0.107057,0.623
WASP-80 b,0.0344696,3.0678504,0,,Transit,0.551763,3.18102,0.952,0.571
HD 167042 b,1.29371,420.77,0.089,85.7,RV,1.63682,0,,4.21565
Kepler-152 b,0.135451,18.207973,,90,Transit,0.0235009,,0.248907,0.724
HD 69830 b,0.0781916,8.6669998,0.1,340,RV,0.0316488,0,,0.921634
Kepler-8 b,0.0483278,3.52254,0,90,Transit,0.585742,2.86027,1.419,1.486
Kepler-336 d,0.147443,20.678772,,90,Transit,0.0182069,,0.211437,1.304
Kepler-353 c,0.0809409,8.410894,,90,Transit,0.00893492,,0.123115,0.504
HD 114762 b,0.362932,83.9151,0.3354,201.28,RV,11.6351,0,,0.859205
Kepler-154 b,0.201514,33.040532,,90,Transit,0.0170837,,0.201624,1.001
61 Vir c,0.216926,38.021,0.14,341,RV,0.0333747,,,0.978547
HD 45652 b,0.227878,43.6,0.38,273,RV,0.468448,0,,1.13465
Kepler-237 c,0.0789575,8.103636,,90,Transit,0.015437,,0.185565,0.725
HAT-P-14 b,0.0606258,4.627669,0.107,94,Transit,2.23603,3.62428,1.15,1.468
Kepler-317 c,0.0832604,8.77501,,90,Transit,0.0127076,,0.153448,0.941
Kepler-301 d,0.112331,13.751243,,90,Transit,0.0129124,,0.156125,0.9
Kepler-148 c,0.050784,4.180043,,90,Transit,0.0397965,,0.321171,0.851
Kepler-49 d,0.0367817,2.576549,,90,Transit,0.0119197,,0.142742,0.559
HIP 105854 b,0.812352,184.2,0.02,343.2,RV,8.2,,,7.73738
Kepler-169 b,0.0429455,3.250619,,90,Transit,0.00450004,,0.100812,0.763
WASP-66 b,0.0546221,4.086052,0,90,Transit,2.31346,3.47326,1.39,1.75
HD 73256 b,0.0371348,2.5485799,0.029,337.3,RV,1.86902,0,,1.21851
Kepler-303 c,0.0720317,7.061149,,90,Transit,0.00464108,,0.101704,0.485
Kepler-168 b,0.0527522,4.425391,,90,Transit,0.0107805,,0.130252,1.107
Kepler-56 b,0.104248,10.5034294,,,Transit,0.0465014,,0.342276,3.14
6 Lyn b,2.18639,874.774,0.059,314.9,RV,2.20888,0,,5.49553
Kepler-238 b,0.0320006,2.090876,,90,Transit,0.0127755,,0.15434,1.43
Kepler-151 c,0.165872,24.674612,,90,Transit,0.0155228,,0.186457,0.83
Kepler-150 b,0.0444944,3.428054,,90,Transit,0.00638668,,0.111518,0.939
HD 180314 b,1.45528,396.03,0.257,303.1,RV,22.6261,,,7.38571
HD 17092 b,1.30798,359.89999,0.166,347.4,RV,4.96206,0,,11.8
Kepler-353 b,0.0631426,5.795278,,90,Transit,0.00192504,,0.0794005,0.504
HIP 57274 b,0.0712798,8.1352,0.187,81,RV,0.0365708,,,0.68
Kepler-93 b,0.0534149,4.72674,0,,Transit,0.00814901,,0.134,0.92
Kepler-281 c,0.214705,36.337373,,90,Transit,0.0938647,,0.473726,0.899
WASP-94 A b,0.0532427,3.9501907,0,90,Transit,0.41865,2.69653,1.72,1.36
Kepler-236 b,0.0801996,8.295611,,90,Transit,0.0117295,,0.140066,0.51
HD 202206 b,0.811776,255.87,0.435,161.18,RV,16.8244,0,,0.985786
WASP-5 b,0.0271923,1.6284229,0,90,Transit,1.62423,3.52077,1.14,1.026
Kepler-78 b,0.00914662,0.35500744,,,Transit,0.00585,,0.103396,0.74
Kepler-55 f,0.0920376,10.198545,,90,Transit,0.011856,,0.14185,0.619
Kepler-314 c,0.0643363,5.960392,,90,Transit,0.025195,,0.258721,0.95
CoRoT-2 b,0.0280884,1.7429935,0.0143,102,Transit,3.27527,3.58535,1.466,0.902
Kepler-447 b,0.0769686,7.79430132,0.123,98.3,Transit,1.37,3.07923,1.65,1.05
Kepler-187 c,0.0946763,10.640263,,90,Transit,0.0218083,,0.238201,1.287
Kepler-257 c,0.0687315,6.581484,,90,Transit,0.0975428,,0.482648,1.037
Kepler-424 c,0.724323,223.3,0.319,,Transit,7.03702,,,0.94
HD 108874 c,2.72021,1680.3835,0.273039,10.4522,RV,1.02837,0,,1.12115
GJ 832 c,0.162542,35.68,0.18,10,RV,0.016749,,,
Kepler-289 b,0.207581,34.543901,,90,Transit,0.0188614,,0.21679,1.162
Kepler-346 c,0.162163,23.851549,,90,Transit,0.0281036,,0.273887,1.021
HD 200964 c,2.00121,825,0.181,182.6,RV,0.945722,,,3.80029
HD 10180 h,3.42452,2248,0.151,184,RV,0.206033,,,1.10851
HD 33142 b,1.09038,326.6,0.12,138,RV,1.41137,,,4.29546
Kepler-402 e,0.098218,11.242861,,90,Transit,0.0107805,,0.130252,1.264
HAT-P-20 b,0.03616,2.875317,0.015,317,Transit,7.28953,4.3827,0.867,0.694
HD 7924 b,0.0566417,5.39792,0.058,332,RV,0.0273647,0,,0.7821
Kepler-439 b,0.594654,178.1396,0,90,Transit,0.0168896,,0.199841,0.866
CoRoT-5 b,0.0496334,4.0378962,0.09,231.657,Transit,0.462537,2.77218,1.388,1.186
WASP-47 b,0.0520112,4.1591399,0,90,Transit,1.13646,3.3324,1.15,1.15
Kepler-194 d,0.275493,52.814973,,90,Transit,0.0185304,,0.214114,1.025
OGLE-2011-BLG-0251 b,,,,,Microlensing,0.53,,,
Kepler-36 b,0.115423,13.83989,0,90,Transit,0.0140379,,0.132454,1.626
Kepler-161 b,0.0566234,4.921355,,90,Transit,0.0157841,,0.189134,0.806
HAT-P-35 b,0.0497734,3.646706,0.025,248,Transit,1.05422,3.16998,1.332,1.435
HD 99109 b,1.10806,439.3,0.09,256,RV,0.504198,0,,0.973205
Kepler-253 c,0.0925387,10.281951,,90,Transit,0.0215411,,0.236417,0.786
Kepler-5 b,0.0506416,3.54846,0,90,Transit,2.11663,3.41124,1.431,1.793
Kepler-161 c,0.0720527,7.06424,,90,Transit,0.0151834,,0.182889,0.806
HD 10647 b,2.02175,1003,0.16,336,RV,0.925037,0,,1.18569
Kepler-331 b,0.0812396,8.457496,,90,Transit,0.013404,,0.16237,0.492
Kepler-28 c,0.0768547,8.98597,0,90,Transit,0.0348081,,0.303057,0.7
HATS-9 b,0.0304899,1.9153073,0,,Transit,0.837,3.2628,1.065,1.503
Kepler-121 b,0.0422983,3.177422,,90,Transit,0.0178911,,0.208761,0.701
Kepler-412 b,0.0295963,1.720861232,0.0038,125,Transit,0.940391,3.12503,1.325,1.287
upsilon And c,0.830445,241.33335,0.223848,250.76,RV,1.91855,0,,1.383
Kepler-170 c,0.12769,16.665863,,90,Transit,0.0245625,,0.255152,1.035
Kepler-122 b,0.0629312,5.766193,,90,Transit,0.0178911,,0.208761,1.216
WASP-12 b,0.0225329,1.09142245,0.049,286,Transit,1.36063,2.98933,1.79,1.63
Kepler-148 b,0.0281967,1.729366,,90,Transit,0.0132614,,0.160585,0.851
HD 170469 b,2.23538,1145,0.11,34,RV,0.668676,0,,1.22117
Kepler-285 b,0.0373252,2.633867,,90,Transit,0.00809262,,0.119547,0.808
HD 88133 b,0.0469104,3.41587,0.133,349,RV,0.296108,0,,1.94267
HD 196885 b,2.54171,1333,0.48,78,RV,2.9439,0,,1.29927
24 Sex b,1.4118,455.2,0.184,227,RV,1.83564,,,3.92062
HD 190228 b,2.60478,1136.1,0.531,101.2,RV,5.94193,0,,1.73503
Kepler-333 b,0.105697,12.551158,,90,Transit,0.00769114,,0.117763,0.534
Kepler-370 c,0.139463,19.02293,,90,Transit,0.0140679,,0.170399,0.9
OGLE-2006-BLG-109L b,2.30386,1788.5,,,Microlensing,0.727,,,
Kepler-111 c,0.723521,224.784608,,90,Transit,0.159251,,0.651262,1.157
Kepler-267 d,0.182449,28.464515,,90,Transit,0.0171819,,0.202516,0.555
HD 181720 b,1.84741,956,0.26,177,RV,0.37199,,,1.2465
55 Cnc c,0.237305,44.38,0.07,356,RV,0.164558,0,,0.943
HD 156411 b,1.87545,842.2,0.22,45,RV,0.732711,,,1.85525
HATS-3 b,0.0485119,3.547851,0,90,Transit,1.0735,3.14642,1.381,1.404
Kepler-101 b,0.0450089,3.487691,,90,Transit,0.115399,,0.523686,1.666
91 Aqr b,0.688457,181.4,0.027,177.3,RV,3.07016,,,11
Kepler-362 b,0.0928099,10.327186,,90,Transit,0.0018494,,0.0785083,0.722
Kepler-301 b,0.0361317,2.508553,,90,Transit,0.00829825,,0.120439,0.9
Kepler-403 b,0.0718296,7.031462,,90,Transit,0.00638668,,0.111518,1.329
Kepler-404 c,0.117713,14.751166,,90,Transit,0.0127076,,0.153448,0.884
Kepler-279 b,0.104337,12.309681,,90,Transit,0.0403249,,0.322955,1.746
HD 27894 b,0.122117,17.990999,0.049,132.9,RV,0.617925,0,,1.20255
HD 156279 b,0.494507,131.05,0.708,264.2,RV,9.7848,,,0.958138
Kepler-207 d,0.0636703,5.868075,,90,Transit,0.032872,,0.295298,1.588
Kepler-297 c,0.347807,74.920137,,90,Transit,0.117213,,0.58346,0.915
Kepler-345 b,0.0744222,7.415563,,90,Transit,0.00100422,,0.0660184,0.623
61 Vir d,0.474527,123.01,0.35,314,RV,0.0715929,,,0.978547
Kepler-141 c,0.0716875,7.010606,,90,Transit,0.00960182,,0.125792,0.787
HD 179079 b,0.119635,14.476,0.115,357,RV,0.0837774,0,,1.33814
Kepler-220 d,0.180985,28.122397,,90,Transit,0.00271267,,0.0874297,0.666
OGLE-05-390L b,2.72349,3500,,,Microlensing,0.0173,,,
WASP-4 b,0.0230406,1.3382299,0,90,Transit,1.22311,3.21743,1.341,0.914
Kepler-432 c,1.17816,406.2,0.498,60.8,RV,2.36402,,,4.06
Kepler-141 b,0.041677,3.107675,,90,Transit,0.000786457,,0.0615577,0.787
HD 4113 b,1.27266,526.62,0.903,317.7,RV,1.64829,0,,1.07428
HD 330075 b,0.0392074,3.38773,0,0,RV,0.623724,0,,1.20726
Kepler-256 e,0.0949212,10.681572,,90,Transit,0.0179955,,0.209653,1.301
HD 104985 b,0.678014,199.505,0.09,203.5,RV,4.9174,0,,7.09522
HATS-10 b,0.0449161,3.312846,0,,Transit,0.526,3.13909,0.969,1.105
Kepler-189 b,0.0932453,10.399931,,90,Transit,0.0057099,,0.107949,0.75
Kepler-101 c,0.0648349,6.029809,,90,Transit,0.00789025,,0.118655,1.666
HD 87883 b,3.57648,2754,0.53,291,RV,1.75571,0,,0.778353
Kepler-81 c,0.0885967,12.04,,,Transit,0.0181548,,0.211,0.59
Kepler-156 c,0.123783,15.906801,,90,Transit,0.0202659,,0.227496,0.807
Kepler-127 d,0.260742,48.630408,,90,Transit,0.0214091,,0.235525,1.359
HD 10180 g,1.42271,602,0,90,RV,0.0673813,,,1.10851
Kepler-275 c,0.124722,16.088134,,90,Transit,0.0344212,,0.301543,1.383
Kepler-201 c,0.557119,151.884058,,90,Transit,0.0244074,,0.25426,1.229
WASP-94 B b,0.0334746,2.00839,0,,Transit,0.619839,,,1.35
Kepler-208 c,0.0747634,7.466623,,90,Transit,0.00915403,,0.124008,1.314
Kepler-274 b,0.100488,11.634788,,90,Transit,0.0115417,,0.13739,1.007
Kepler-420 b,0.381935,86.647661,0.772,141.3,Transit,1.45,,0.94,1.13
HD 66428 b,3.14259,1973,0.465,152.9,RV,2.74962,0,,0.979625
HD 52265 b,0.499878,119.29,0.325,243,RV,1.07139,0,,1.34703
Kepler-75 b,0.0807413,8.884924,0.569,63.6,Transit,9.98479,,1.03,0.88
Kepler-326 c,0.0539767,4.580358,,90,Transit,0.00937625,,0.1249,0.801
Kepler-249 c,0.0723886,7.113702,,90,Transit,0.0120453,,0.134713,0.482
Kepler-79 c,0.183622,27.402,0.03,227.73,Timing,0.0186,,0.339,1.1
HD 16417 b,0.135435,17.24,0.2,77,RV,0.0669595,0,,1.45645
Kepler-251 c,0.126914,16.514043,,90,Transit,0.0232079,,0.247123,0.89
Kepler-15 b,0.0571382,4.942782,0.133933,293.311,Transit,0.662431,3.25145,0.96,0.992
HD 205739 b,0.894939,279.8,0.27,301,RV,1.48708,0,,1.46292
Kepler-302 b,0.189725,30.184104,,90,Transit,0.0537981,,0.362209,1.22
Kepler-317 b,0.0611582,5.524242,,90,Transit,0.0155228,,0.186457,0.941
Kepler-152 c,0.387942,88.255055,,90,Transit,0.0184218,,0.213222,0.724
Kepler-343 b,0.0844802,8.96855,,90,Transit,0.0186399,,0.215006,1.433
CoRoT-16 b,0.0617874,5.35227,0.33,168.41,Transit,0.537982,2.99088,1.17,1.19
HD 216770 b,0.455837,118.45,0.37,281,RV,0.646927,0,,1.03957
HD 136418 b,1.29111,464.3,0.255,12,RV,1.9935,,,3.83357
Kepler-59 b,0.103167,11.8681707,,,Transit,0.00441201,,0.100246,0.94
Kepler-98 b,0.0260305,1.54168,0,90,Transit,0.0111695,,0.177536,1.11
Kepler-192 b,0.090395,9.926746,,90,Transit,0.0227766,,0.244446,1.007
beta Pic b,8.75626,7154,0.021,215,Imaging,9,,,
Kepler-202 c,0.125725,16.282493,,90,Transit,0.0136211,,0.165046,0.667
GJ 163 d,1.03037,603.95116,0.373,2.064,RV,0.0926098,,,
Kepler-339 c,0.0715337,6.988055,,90,Transit,0.00478497,,0.102596,0.802
HD 188015 b,1.19018,461.2,0.137,222,RV,1.46957,0,,1.03281
WASP-59 b,0.0696866,7.919585,0.1,74,Transit,0.859095,3.55108,0.775,0.613
WASP-54 b,0.049881,3.6936411,0.067,62,Transit,0.63273,2.76262,1.653,1.828
HAT-P-8 b,0.0449613,3.076337,0,90,Transit,1.29336,3.21284,1.5,1.58
Kepler-446 b,0.0159282,1.565409,0,,Transit,0.0115145,,0.137,0.24
WASP-15 b,0.0499436,3.7521,0,90,Transit,0.542797,2.8294,1.379,1.477
Kepler-425 b,0.0464979,3.79701816,0,,Transit,1,2.81231,0.978,0.86
HD 10180 d,0.128581,16.3567,0.143,292,RV,0.0376549,,,1.10851
HD 9446 c,0.65375,192.9,0.06,100,RV,1.81548,,,0.919448
Kepler-445 b,0.022904,2.984151,0,,Transit,0.0120099,,0.144,0.21
XO-4 b,0.05524,4.1250828,0,90,Transit,1.60254,3.35405,1.33,
WASP-48 b,0.034488,2.143634,0,90,Transit,0.984236,2.9446,1.67,1.75
HD 37124 b,0.533637,154.378,0.054,130,RV,0.674371,0,,0.772275
Kepler-89 b,0.0511881,3.743208,0.25,,,0.0287348,,0.1558,1.52
WASP-32 b,0.0390315,2.718661,0,90,Transit,3.45362,3.84985,1.1,1.09
Kepler-265 b,0.0705628,6.846262,,90,Transit,0.0136944,,0.165938,1.103
OGLE-TR-211 b,0.0512842,3.67724,0,90,Transit,0.757277,3.01058,1.36,1.64
gamma Cep b,1.9793,905.574,0.12,49.6,RV,1.51728,0,,5.01
Kepler-325 b,0.0536941,4.544439,,90,Transit,0.0253561,,0.259613,1.003
Kepler-11 g,0.465624,118.3807,0,90,Transit,0.0332233,,0.296741,1.1
Kepler-256 b,0.0270005,1.620493,,90,Transit,0.011856,,0.14185,1.301
HD 1605 c,3.52689,2111,0.098,241,RV,3.50295,,,3.8
GJ 86 b,0.114217,15.76491,0.0416,269,RV,4.00104,0,,0.748264
HR 8799 e,14.5253,16422,0,,Imaging,7,,,1.44
HD 8574 b,0.757141,227,0.297,26.6,RV,1.80603,0,,1.42266
Kepler-269 c,0.079115,8.127899,,90,Transit,0.0125062,,0.150772,0.959
MOA-2007-BLG-192L b,,,,,Microlensing,0.01,,,
Kepler-250 b,0.0505253,4.148141,,90,Transit,0.00450004,,0.100812,0.805
HD 82886 b,1.58126,705,0.066,347,RV,1.30477,,,3.83685
HD 179949 b,0.0439208,3.092514,0.022,192,RV,0.902075,0,,1.22645
HD 2952 b,1.22755,311.6,0.129,64,RV,1.62021,,,11.4311
Kepler-169 e,0.112418,13.767102,,90,Transit,0.0165098,,0.196271,0.763
MOA-2009-BLG-319L b,,,,,Microlensing,0.157,,,
HIP 14810 c,0.545404,147.76916,0.153155,327.286,RV,1.27518,0,,1.31998
Kepler-358 c,0.373844,83.488369,,90,Transit,0.0244074,,0.25426,0.954
HD 28678 b,1.31659,387.1,0.168,128,RV,1.8997,,,6.33673
WASP-56 b,0.056145,4.617101,0,90,Transit,0.605385,3.1015,1.092,1.112
Kepler-18 c,0.0752115,7.64159,0.000338541,30.7316,Transit,0.0544,3.0518,0.489785,1.108
Kepler-215 e,0.326561,68.16101,,90,Transit,0.0129124,,0.156125,1.027
HATS-6 b,0.0362414,3.3252725,0,90,Transit,0.319,2.90355,0.998,0.57
Kepler-230 c,0.398184,91.773242,,90,Transit,0.0151,,0.181997,0.817
Kepler-388 b,0.0422619,3.173315,,90,Transit,0.00137963,,0.0722634,0.586
Kepler-107 e,0.117702,14.749049,,90,Transit,0.0360464,,0.307788,1.411
CoRoT-8 b,0.0633825,6.21229,0,90,Transit,0.216078,3.23136,0.57,0.77
Kepler-401 b,0.115746,14.383035,,90,Transit,0.0126401,,0.152556,1.333
Kepler-291 c,0.0624544,5.700786,,90,Transit,0.0138423,,0.167722,1.016
CoRoT-20 b,0.0901485,9.24285,0.562,56.3,Transit,4.24,4.17976,0.84,1.02
Kepler-292 e,0.10246,11.97901,,90,Transit,0.0218083,,0.238201,0.826
HD 96167 b,1.34724,498.9,0.71,285,RV,0.68457,0,,1.98284
HD 43197 b,0.918027,327.8,0.83,251,RV,0.596868,,,1.19673
HD 37605 c,3.81754,2720,0.013,221,RV,3.36552,,,0.916831
Kepler-81 b,0.0554099,5.955,,,Transit,0.0187628,,0.216,0.59
HD 183263 b,1.49006,626.516,0.35672,233.532,RV,3.57445,0,,1.11717
Kepler-347 c,0.177529,27.320871,,90,Transit,0.0129124,,0.156125,1.005
Kepler-32 c,0.0676835,8.7522,0,90,Transit,0.0147699,,0.1784,0.53
Kepler-23 b,0.0749015,7.10664,0,90,Transit,0.0139795,,0.169356,1.52
WASP-23 b,0.037022,2.9444256,0,,Transit,0.872226,3.365,0.962,0.765
11 Com b,1.17872,326.03,0.231,94.8,RV,16.1284,,,12.0698
HD 145377 b,0.450064,103.95,0.307,138.1,RV,5.78201,0,,1.00052
Kepler-289 d,0.328137,66.0634,0.011,,Transit,0.012,,0.244,1.5121
Kepler-194 c,0.13095,17.308032,,90,Transit,0.0207641,,0.231064,1.025
CoRoT-25 b,0.0577982,4.86069,0,90,Transit,0.27,2.83496,1.08,1.19
Kepler-419 c,1.68144,675.47,0.184,275.3,Transit Timing Variations,7.3,,,1.75
Kepler-332 b,0.0758257,7.626324,,90,Transit,0.00508144,,0.10438,0.72
omicron CrB b,0.826048,187.83,0.191,79,RV,1.47736,,,10.5
Kepler-229 c,0.124621,16.068638,,90,Transit,0.0802152,,0.438933,0.728
OGLE-TR-132 b,0.0303507,1.689868,0,90,Transit,1.18,3.31074,1.2,1.32
beta Gem b,1.75739,589.64001,0.02,354.58,RV,2.75822,,,8.15609
Pr 201 b,0.0565986,4.4264,0,90,RV,0.540155,,,1.12943
WASP-52 b,0.0271336,1.7497798,0,90,Transit,0.457165,2.8517,1.27,0.79
Kepler-337 c,0.0889716,9.693201,,90,Transit,0.0151834,,0.182889,1.761
Kepler-213 b,0.0356868,2.46236,,90,Transit,0.0120479,,0.144527,1.195
Kepler-386 c,0.168189,25.193458,,90,Transit,0.0117926,,0.140958,0.767
47 UMa b,2.10149,1078,0.032,334,RV,2.54589,0,,1.11869
HD 240210 b,1.33364,501.75,0.15,277.49,RV,7.28868,0,,17.2701
Kepler-304 b,0.0433417,3.295709,,90,Transit,0.0245625,,0.255152,0.687
Kepler-149 d,0.576836,160.018032,,90,Transit,0.0504114,,0.353288,0.953
Kepler-77 b,0.0450195,3.57878087,0,90,Transit,0.430957,3.06962,0.96,0.99
HD 109749 b,0.0629198,5.24,0,0,RV,0.27467,0,,1.10733
HD 45364 c,0.897549,342.85,0.0974,7.41,RV,0.658513,0,,1.02464
Kepler-55 d,0.0332158,2.211099,,90,Transit,0.011856,,0.14185,0.619
Kepler-327 b,0.0365246,2.549575,,90,Transit,0.00422638,,0.0990276,0.492
WASP-50 b,0.0294714,1.9550959,0.009,44,Transit,1.47244,3.44177,1.153,0.843
HD 11506 c,0.774655,223.6,0.24,272,RV,0.36,,,1.33
HD 159243 c,0.804743,248.4,0.075,69,RV,1.9,,,1.12
Kepler-87 c,0.67057,191.2318,0.039,223.2,Timing,0.0201366,,0.549,1.82
Kepler-105 c,0.0724716,7.125939,,90,Transit,0.0119837,,0.143635,1.16
WASP-98 b,0.0356868,2.96264,0,90,Transit,0.83,3.23883,1.1,0.7
Kepler-195 c,0.205786,34.096863,,90,Transit,0.011604,,0.138282,0.775
GJ 3470 b,0.0356088,3.336649,0,90,RV,0.0440093,2.90438,0.374365,0.503
Kepler-290 c,0.216407,36.77031,,90,Transit,0.0222169,,0.240878,0.743
Kepler-334 d,0.167766,25.09849,,90,Transit,0.00960182,,0.125792,1.068
Kepler-273 c,0.0783802,8.014927,,90,Transit,0.0146122,,0.176644,0.815
eta Cet c,1.91985,744.5,0.025,32.5,,3.28703,,,14.3
Kepler-266 b,0.0689878,6.61833,,90,Transit,0.0194307,,0.221251,1.028
HD 96127 b,1.42112,647.3,0.3,162,RV,4.00701,,,23.2289
Kepler-223 b,0.0742116,7.384108,,90,Transit,0.0125062,,0.150772,1.017
HD 17156 b,0.163197,21.21663,0.6819,121.9,RV,3.30275,3.85943,1.02,1.507
Kepler-137 c,0.138056,18.735753,,90,Transit,0.0138423,,0.167722,0.802
Kepler-116 c,0.108599,13.07163,,90,Transit,0.0174811,,0.205192,1.454
Kepler-117 b,0.138351,18.795952,,90,Transit,0.194248,,0.696762,1.471
HAT-P-44 b,0.0507459,4.301219,0.272,117,Transit,0.352,2.74033,1.242,0.949
Kepler-381 c,0.110364,13.391635,,90,Transit,0.00436179,,0.0999197,1.568
HD 16760 b,1.08727,465.1,0.067,232,RV,13.2921,0,,0.909718
HD 30562 b,2.34083,1157,0.76,81,RV,1.33254,0,,1.39121
Kepler-354 d,0.163783,24.209842,,90,Transit,0.00621274,,0.110625,0.674
Kepler-332 c,0.124244,15.995622,,90,Transit,0.00396389,,0.0972433,0.72
Kepler-46 b,0.1969,33.60134,0.01,270,Transit,0.314805,2.96638,0.808,0.938
WASP-100 b,0.0457351,2.849375,0,90,Transit,2.03,3.24352,1.69,2
epsilon CrB b,1.23696,417.9,0.11,133.1,RV,6.04937,,,29.1175
omicron UMa b,3.94973,1630,0.13,58,RV,4.09607,,,14.1
Kepler-367 b,0.22049,37.815724,,90,Transit,0.00730238,,0.115978,0.695
TrES-2 b,0.0355765,2.47063,0,90,Transit,1.20071,3.30079,1.224,1.003
Kepler-235 d,0.144489,20.060548,,90,Transit,0.0151834,,0.182889,0.554
Kepler-282 c,0.111718,13.638723,,90,Transit,0.00554835,,0.107057,0.904
HD 102195 b,0.0479747,4.113775,0,0,RV,0.452799,0,,0.937994
Kepler-432 b,0.301404,52.501129,0.5134,64.1,Transit,5.41,,1.145,4.06
Kepler-324 c,0.271972,51.805612,,90,Transit,0.0296032,,0.281024,0.84
HD 75289 b,0.047858,3.509267,0.034,141,RV,0.46004,0,,1.23372
Kepler-394 c,0.103323,12.130686,,90,Transit,0.0123078,,0.148095,1.132
Kepler-385 c,0.119895,15.163161,,90,Transit,0.0275635,,0.271211,1.126
HD 185269 b,0.0765701,6.8378503,0.295952,171.817,RV,0.954212,0,,2.59
WASP-7 b,0.0604573,4.954658,0,90,Transit,0.919279,3.43658,0.915,1.236
WASP-41 b,0.0404959,3.052401,0,90,Transit,0.932493,3.2115,1.2,0.9
BD -10 3166 b,0.0437823,3.48777,0.019,334,RV,0.429903,0,,0.745254
HD 190360 b,3.97285,2915.0369,0.313105,12.9274,RV,1.53512,0,,1.07528
